,p_prism,p_gpm,p_dmet,p_chirps,p_psn
2006-03-31,0.2796277109128588,0.36288856927553526,0.34002223509783874,0.25204581150873645,0.3787579145569661
2006-04-30,0.3422267372792275,0.3722633490669732,0.31120475788096436,0.24218678762557327,0.39670436819455573
2006-05-31,0.037729488505129645,0.04493740886513661,0.037982970464755655,0.03666586000014672,0.08035971195159179
2006-06-30,3.772231431896559e-05,0.002244213686170178,0.0,0.0053948728019970514,0.0014589958358256806
2006-07-31,0.0006341559238476191,0.005791743084731666,0.0,0.0026602524537169677,0.008542632976196528
2006-08-31,8.125070829879334e-05,0.0008323845609450216,0.0,0.0031538152711756426,0.011397643601765168
2006-09-30,0.0,0.0011235337427406692,0.0,0.01164581973207177,0.0
2006-10-31,0.022937096730839813,0.033986710351027745,0.024670126049466265,0.03249723074929127,0.035204837026277934
2006-11-30,0.008063732828827863,0.024095989559636332,0.006282076820751117,0.03231245343909589,0.04126583446406118
2006-12-31,0.09731682741285794,0.14198715404872572,0.14040165989553094,0.10407215557168169,0.15356067209002464
2007-01-31,0.04228561710148883,0.05922224327912079,0.0515702696061209,0.039479673373018456,0.06619553304457461
2007-02-28,0.1272165075939578,0.23437391299234295,0.16238964584872967,0.14442559262330562,0.22988746379196356
2007-03-31,0.06032830686735252,0.07162082678060697,0.07504159960143184,0.07664479102645379,0.04887458300405787
2007-04-30,0.04855995105463135,0.07260862521823518,0.04727454742827848,0.0711931279297245,0.06801644041129852
2007-05-31,0.0010613280015301315,0.005799898696477209,0.00037055628234692375,0.01484210937229092,0.008934087995019517
2007-06-30,0.0,0.0002827520095199095,0.0,0.0051999553609052675,0.0
2007-07-31,8.52493502989052e-06,0.0010893679172385268,0.0,0.002229551586690743,0.0017301871369349126
2007-08-31,0.0038056316466642507,0.006487842180902305,0.0028503098457180937,0.0034584270402195816,0.009989066522948144
2007-09-30,0.025040952941585946,0.030714386936802587,0.03580285042692745,0.02078947971945054,0.023384816578472946
2007-10-31,0.05902396932081952,0.04763045736558455,0.059305583580801555,0.05633074638625102,0.04058079530685126
2007-11-30,0.01191138316489584,0.0173085887897177,0.0161898399428207,0.03357629318438457,0.009893684609937396
2007-12-31,0.11912626075923119,0.18945383492753526,0.14156415854479423,0.07530820339588443,0.203724622781927
2008-01-31,0.20315025785064397,0.34375785460146296,0.23639601259804174,0.2197781751033777,0.5048511756326121
2008-02-29,0.2011727732953204,0.24819843112779874,0.19414100482299848,0.12109657635135633,0.16941768385256062
2008-03-31,0.001926374285933492,0.017426559716217493,0.00019298868138573083,0.03764794181102541,0.06329766879800566
2008-04-30,1.0932470872338225e-05,0.011413608509443736,0.0,0.02067254531570042,0.04530608939520993
2008-05-31,0.026224259612627306,0.038153571973223895,0.026572726860096287,0.024700445589497445,0.026696190342899977
2008-06-30,0.0,0.0006118455572585505,0.0,0.005033912283119219,0.00882147608228698
2008-07-31,2.161665198818125e-05,0.006992588181425512,0.0,0.00222164670627282,0.011043900337069977
2008-08-31,0.0,0.0009209379437422783,0.0,0.003157384890194716,0.0022540367218542266
2008-09-30,6.550846624873994e-10,0.0010271987353228853,0.0,0.011595754874698935,0.015240818175810881
2008-10-31,0.006094835595083892,0.01604467736575912,0.004940086089685728,0.03299822351053259,0.03729185091191389
2008-11-30,0.11099044438260885,0.13917039134719236,0.1240215708040251,0.10434925995909676,0.16472714387592827
2008-12-31,0.09834803925275412,0.17474122692769772,0.131425284429459,0.07193383427923151,0.18808904337937274
2009-01-31,0.07934723955008854,0.10234383730043842,0.08299005052457299,0.05010040903024094,0.11846967815823163
2009-02-28,0.13069804851802647,0.2805066367793952,0.14543916475882293,0.17192540662161082,0.24958467617405544
2009-03-31,0.024507791433062257,0.06098386003848502,0.031069604853419346,0.052999358149829395,0.14398625865685816
2009-04-30,0.027135638948561885,0.050924168714949425,0.030693640280187885,0.03457619089117298,0.04459379648047089
2009-05-31,0.03921263661196533,0.04869211149786438,0.04340994190495878,0.04245042663789068,0.05440529267565089
2009-06-30,0.01516357882526099,0.029110381864938365,0.017351272940591835,0.010325097649353954,0.034417780156119335
2009-07-31,0.0,0.0012439414880441753,0.0,0.002219016448138314,0.0035048402353895836
2009-08-31,0.0,0.0053714021260398,0.0,0.0032069437786461093,0.005824291970393513
2009-09-30,0.0059754409185399345,0.004868489901383359,0.00468832338827309,0.013070115397118769,0.010455158454848127
2009-10-31,0.08440586617894297,0.13734100061902452,0.09182349855668599,0.07055738522433067,0.16193061857478333
2009-11-30,0.020461004541388075,0.02233806355400064,0.020399226346864578,0.027418768019759496,0.054038101487622114
2009-12-31,0.16477039847507252,0.26507152906027825,0.20282422509193382,0.13384169810753815,0.2137607397235925
2010-01-31,0.23169357530982437,0.28249618297148227,0.2509829346273911,0.24359493496796536,0.3311668250827967
2010-02-28,0.20394066504046993,0.3161634041920635,0.25242193052144873,0.22450776506524606,0.2650331225306523
2010-03-31,0.04510549686498298,0.0846661683954034,0.045539737939986426,0.07517480488966849,0.11736567641217978
2010-04-30,0.16382478660007016,0.23791551569364533,0.20760547208765207,0.14699939512032348,0.18903661535913438
2010-05-31,0.021175297804325078,0.029778122182939584,0.021344944055526248,0.021814708635218588,0.03509267368785142
2010-06-30,0.0,0.0007946320666475554,0.0,0.005186638388424993,0.002407357611425569
2010-07-31,0.00018948694054305739,0.002252555292392138,0.0,0.0023235743358962935,0.052180771725260665
2010-08-31,0.0,0.0008643466006030551,0.0,0.0031582238693332264,0.00048175119910911536
2010-09-30,5.4082611090534e-05,0.0008198461886567868,0.0,0.011665850097036334,0.006952550144701424
2010-10-31,0.06521586270503806,0.10402904077355152,0.08110364883981738,0.05446707607672722,0.0780265629083
2010-11-30,0.12109466581016741,0.16123984631066807,0.15835701788369694,0.09327313877000719,0.12450962453789206
2010-12-31,0.610690754437627,0.7731456750950353,0.6756335926260401,0.46008966126987644,0.6200814180846882
2011-01-31,0.12286981822573698,0.11705111307656478,0.12430218466291533,0.14605922488877957,0.20523324878038618
2011-02-28,0.09339902408901637,0.16969633381447075,0.10826167644872002,0.09573464478150802,0.2273545736257454
2011-03-31,0.2589869368254997,0.37805524743245855,0.3136849562844344,0.2597167310403261,0.3287696109317849
2011-04-30,0.04167316411245846,0.0680075323740596,0.04043312897615864,0.04271408748720825,0.041686105556627905
2011-05-31,0.038310988771409905,0.04097549837298406,0.03681117145567992,0.02848180010848821,0.03272476844752326
2011-06-30,0.052458544392937005,0.05234721711945361,0.04879182350327901,0.009267448435658623,0.03385487674301904
2011-07-31,3.715519367221594e-08,0.0042030043506361674,0.00015719497384888848,0.0022192009011869586,0.010613985356158196
2011-08-31,0.0007483959607666447,0.0021727665786466202,0.0,0.0032384235829151483,0.004525747056890155
2011-09-30,0.0011080274760045968,0.013081310857057845,8.633358065694219e-08,0.012133457818555996,0.014222203004604198
2011-10-31,0.05448297246937574,0.07665397659243356,0.06363766405980177,0.045800230547724925,0.09264223942625884
2011-11-30,0.08826155446618855,0.12662785864778736,0.08520475808875487,0.09886231362270782,0.11424111167023196
2011-12-31,0.0003565527983640302,0.08663448375361996,0.0,0.013177023079420822,0.03934326488642991
2012-01-31,0.0846790102758954,0.1731572839586243,0.1003029500863637,0.1068082168610366,0.1622959544176438
2012-02-29,0.02850500506551593,0.1258960482832102,0.03984052533762907,0.06929913061967684,0.10651014904903004
2012-03-31,0.16508091803058764,0.20282653124870298,0.19781893035226567,0.14973766307497202,0.17177227962716068
2012-04-30,0.22166170929271026,0.17252398427275786,0.22115744616112293,0.16588828977785583,0.12551841894259963
2012-05-31,0.0008952964046993017,0.018924026788220822,0.0010924697053606774,0.014548112267420745,0.005193267908137381
2012-06-30,2.131651810282928e-05,0.0035098878695284347,0.0011533686582730395,0.005078732480438156,0.007727937774506361
2012-07-31,0.0,0.0030006217506449717,0.0,0.002220605775042577,0.0015229663533569914
2012-08-31,0.0,0.004603635463547471,0.0,0.0031868683603637205,0.004786442613996861
2012-09-30,0.0,0.01007852211061743,0.0,0.011615296814271262,0.007554328099843792
2012-10-31,0.01817950035357991,0.033262364505325215,0.01817568332586457,0.028107412625031792,0.028219530015459668
2012-11-30,0.04465069347072336,0.08353769506575834,0.06994999453571406,0.072728506135426,0.12018379766715845
2012-12-31,0.1715565893794383,0.1723081046903,0.19005163597880448,0.1525349858730338,0.231130407485631
2013-01-31,0.05142449441575062,0.14126150225707354,0.054552166219162826,0.08986808932741887,0.09404355119763973
2013-02-28,0.05812550615456373,0.13906326545226919,0.08007992341251616,0.0686972649850672,0.06829718767198652
2013-03-31,0.07407932568928961,0.11926646779563697,0.0786979252042828,0.10598408779072738,0.1027404190484741
2013-04-30,0.00833352353220893,0.05111286260086247,0.002434589234613119,0.029374437741826187,0.032183951227729025
2013-05-31,0.03129689576308383,0.027255053953321347,0.04675517953850539,0.027728688687827654,0.015536664651824305
2013-06-30,0.0,0.0036519498490578594,0.0,0.005732250879858042,0.006053989590131558
2013-07-31,0.0017061613746844214,0.0068190277889024625,0.0002302896106378786,0.002947534451173401,0.009777569928910868
2013-08-31,0.0006413236761255464,0.005037775879027729,0.002602180075869991,0.0041762893269870335,0.016074390438936218
2013-09-30,2.6112997706880003e-05,0.009531230825941553,0.0,0.013114183245542803,0.005790033523881469
2013-10-31,0.0036051998334056317,0.02136748883652036,0.004235199187854007,0.02995930186280314,0.030691838312927346
2013-11-30,0.04659387042265609,0.09809711209643059,0.04885695981777689,0.07123432764555754,0.08351192667248093
2013-12-31,0.014836753962500887,0.08864642350348748,0.016821890363782965,0.024300066769483302,0.07307013760768974
2014-01-31,0.02131995753800747,0.1024787786633749,0.03182797825940418,0.06023737785907652,0.07275557830851162
2014-02-28,0.091269263956467,0.2845582466208534,0.12626649787632913,0.15521750110089522,0.19865647356660598
2014-03-31,0.1110625190664411,0.12302910907853642,0.09489255595625788,0.13356380928937817,0.1259875523910605
2014-04-30,0.05797260181176391,0.0885535058915365,0.04903544122877709,0.08995072844517812,0.06875229689508759
2014-05-31,0.007137542683777024,0.020510973643674144,0.009057511388761506,0.019730354331092728,0.008933299380738566
2014-06-30,0.0,0.003375566367156737,0.0,0.005353551485652828,0.002492745442173171
2014-07-31,1.465732788479108e-06,0.002846652528873297,0.0,0.002607711882372732,0.005339174218958935
2014-08-31,1.0649076446348802e-09,0.0048226651352387215,0.0,0.003705996550854313,0.009226070842691336
2014-09-30,0.002187748465038524,0.014649866024577705,0.0016133652245079125,0.01464912695796856,0.003896307395767692
2014-10-31,0.0,0.052499400610895905,0.08685660644469564,0.02513166124617061,0.02442512945102544
2014-11-30,0.09977694490423764,0.09226091299392904,0.03372601981187308,0.08940423884264724,0.0721812564225252
2014-12-31,0.22558475290403385,0.2870129864669219,0.2728863227792844,0.22034492007013987,0.32691169880466875
2015-01-31,0.015716604744762608,0.12801696963472678,0.016904495751166964,0.05626468191296687,0.10438517453882036
2015-02-28,0.09655300594468744,0.14228240177152643,0.1095829527862239,0.09524472102786498,0.11776326746541999
2015-03-31,0.01682741642078829,0.08653962526191179,0.016828834934591717,0.073147993574498,0.08075262038177605
2015-04-30,0.049510601317417816,0.08773804393863727,0.048786875652443176,0.06912902701061308,0.09005941520590618
2015-05-31,0.05461454088493476,0.05962874361395375,0.04656593593081551,0.033863745395433964,0.048031338626466885
2015-06-30,0.00032242544066270635,0.009452593377380542,0.00010054221656429537,0.006891660190949616,0.0108832310977465
2015-07-31,0.017081772006734212,0.026984916309819834,0.002893106162275604,0.004202970924175579,0.036030524115237265
2015-08-31,0.0,0.0028087696636148133,0.0,0.003582193815251559,0.009892880173924704
2015-09-30,0.003967913700325321,0.017751951901673706,0.004608123744036503,0.014171281497185374,0.024680504157059677
2015-10-31,0.095298336364062,0.06748331677384803,0.10429061864717389,0.09340361263409691,0.056852028609834494
2015-11-30,0.12968682532057396,0.13116710398305853,0.13436176537105518,0.0754402617217414,0.07968343132056302
2015-12-31,0.15540178462439985,0.20025765993780348,0.16241337593445032,0.13940885906322056,0.1437396896120701
2016-01-31,0.20481865714366523,0.3746974363907484,0.32399266970204255,0.23568155877248353,0.572758306213212
2016-02-29,0.0919231758150778,0.10960108969456332,0.01256870572592736,0.0919887234897432,0.2612385364365061
2016-03-31,0.15063790762797455,0.17952498605004988,0.1574323094690665,0.18247003091095598,0.1855224762318435
2016-04-30,0.06535806680130224,0.127562816501512,0.0736369815483436,0.07397757928545125,0.08290303953370362
2016-05-31,0.02289759712375821,0.051466297924847804,0.021722229691733454,0.026698087260479675,0.026017812512326936
2016-06-30,0.003305226239616172,0.00887328777932211,0.0032593765988036504,0.006222535742518971,0.008616736586844191
2016-07-31,0.0,0.0021796103459791735,0.0,0.002339464920423745,0.007923911974969002
2016-08-31,8.099016528727214e-06,0.002069819868857613,0.0,0.003309681560358418,0.0019335688210546352
2016-09-30,0.0,0.009199068935903767,0.0,0.012233701181144814,0.0010763264636141092
2016-10-31,0.05575669917949914,0.08568542076503029,0.06936404885487105,0.0629574295998443,0.10732927908884343
2016-11-30,0.04362181348338312,0.11179978136350335,0.0464844027607457,0.050150302353136306,0.08518771309918816
2016-12-31,0.19353961768197997,0.33255333363644984,0.21210148128502956,0.14751446202551433,0.22884908419103614
2017-01-31,0.4328340454891558,0.5858603854307556,0.42108902301584306,0.38036216422926383,0.5229303520256154
2017-02-28,0.2608343498990082,0.43017883815187186,0.3287476789707223,0.35136398135434327,0.38588935363002513
2017-03-31,0.08417014516092997,0.11261854058437415,0.08701244982457139,0.0928552862972051,0.09684362720310871
2017-04-30,0.08794692247637338,0.13159204088073706,0.09370037609252882,0.09971754379304147,0.1354401415838433
2017-05-31,0.02027687405754568,0.028621552468961305,0.021658033689541067,0.02378901315385814,0.024923884407091226
2017-06-30,0.0021300026502660842,0.003462319626090553,0.002017188687049701,0.006862457515150712,0.10893607089369373
2017-07-31,0.0,0.0029945893708632635,0.0,0.0023332763749525053,0.13219807516544446
2017-08-31,0.0004086577051258962,0.004681357794833242,0.0,0.004124337261449808,0.006605305420772195
2017-09-30,0.012385376596646035,0.019253261944968743,0.010485192854417373,0.02000899533557479,0.017809954353041182
2017-10-31,0.004613427137053461,0.014965317269277228,0.00394161061230775,0.022368513854176576,0.022196028893008698
2017-11-30,0.02752000440691854,0.04682458426015298,0.028576110961225955,0.0674675149793968,0.0943224150232747
2017-12-31,0.004567399938491242,0.0605663863540976,0.005346463526108074,0.022768251058575974,0.05891496127184324
2018-01-31,0.12693463148327555,0.1579767242823912,0.13035331293068855,0.14601452286914618,0.210597338662206
2018-02-28,0.03103244564408562,0.08695318801094826,0.03884500046072654,0.04468237784924508,0.08448947396782336
2018-03-31,0.2790360763920653,0.3466264641878661,0.2862528173380643,0.2873019904525104,0.30328621572823145
2018-04-30,0.05212438340973618,0.05257655105121957,0.05293246808670317,0.0681287061989463,0.0619169177626159
2018-05-31,0.000397046422076857,0.015698959601257535,0.0002495611746946782,0.01785946228550043,0.02794001581835143
2018-06-30,0.0,0.0029522303401799477,0.0,0.005430494604010814,0.0004938895782482418
2018-07-31,5.483266283519896e-05,0.008878366071395647,0.0,0.0024023486235589236,0.01026573367812149
2018-08-31,0.0,0.0020051130512697495,0.0,0.0033003241644752592,0.0021636984093684353
2018-09-30,0.0,0.006826699506729422,0.0,0.012327489028382993,0.0040170263316988515
2018-10-31,0.012318452333567846,0.023003047743522034,0.020157902553687806,0.02806271430328847,0.02650341972401203
2018-11-30,0.12715382760271782,0.12413137975327773,0.1377043020165769,0.10667241407766467,0.17061071613491136
2018-12-31,0.04606689548242431,0.10702976198793823,0.05271913655395795,0.07265516757508021,0.12735608675163607
2019-01-31,0.16052088667582426,0.26255641133315366,0.1828750781389339,0.20153752648339582,0.319958530364441
2019-02-28,0.2696987233529985,0.2750234678150637,0.2830919400577632,0.25830502160461327,0.3423071761450851
2019-03-31,0.2510774773928983,0.28974959124552296,0.2559749895250004,0.24019188390779514,0.24449978729299943
2019-04-30,0.029149822674148364,0.04742785686358628,0.02652945056849094,0.06931752740334476,0.0581311630124536
2019-05-31,0.1663023341845084,0.13447451173074396,0.1654710955018341,0.0786078566975619,0.11598722740691542
2019-06-30,0.00047794209233127633,0.005463876652806914,0.0,0.0077406600947163345,0.006549496864358271
2019-07-31,5.076405540631393e-06,0.0026191380880899013,0.0,0.002447098057738051,0.005282761183313587
2019-08-31,0.0,0.0018979949107054796,0.0,0.003307192405914777,0.002044398447967393
2019-09-30,6.501925523908484e-05,0.009697522388155057,0.0,0.012526058134018692,0.00507327986181052
2019-10-31,0.0,0.014567126554462764,0.0,0.01969456715071966,0.019335940006467725
2019-11-30,0.08349249429549481,0.15254881674463483,0.14129927848423515,0.07313090954240196,0.15161893533507567
2019-12-31,0.20538549708574413,0.2868786445519023,0.2083711304110503,0.2227070377497334,0.29875656565661074
2020-01-31,0.05157437173223503,0.10933311854227994,0.05110233722362199,0.08239303166212056,0.13843773297033973
2020-02-29,0.00470141967481067,0.09610009292484678,0.00604573326970647,0.03224833934930455,0.06394329061114054
2020-03-31,0.20502463474287144,0.287114457281451,0.24306508711449684,0.1819807917082415,0.2177706584592938
2020-04-30,0.20260239560492438,0.21820634019132912,0.23569639737387246,0.15111394272656967,0.206111826068318
2020-05-31,0.01832686945205606,0.019755504820107607,0.02260739513365016,0.024771476254244484,0.025470710552512186
2020-06-30,1.7703029207996576e-05,0.004336702685749076,0.0,0.007266092850891721,0.01083922543119289
2020-07-31,0.0,0.0019118602641115773,0.0,0.0023442871837832894,0.0043792580111507275
2020-08-31,0.0,0.0031765694012186453,0.0,0.0033687906609920714,0.004597583440219976
2020-09-30,0.0,0.0066961162361337916,0.0,0.012367563167668532,0.01821922223667008
2020-10-31,0.0,0.020862815959822055,0.0,0.020262612429344178,0.016677938138869933
2020-11-30,0.024648372079625853,0.052090460817670305,0.026964991596234136,0.04161408018164209,0.10249461058809402
2020-12-31,0.046590474564947575,0.14222212938983586,0.053230103898107436,0.06848949734442625,0.16449849045797624
2021-01-31,0.17333050237080902,0.2785064567273993,0.18868788238916315,0.16447306829799857,0.23662501669147015
2021-02-28,0.027350630414694196,0.08926263566118066,0.019215508596434058,0.049275703993174935,0.07654147589262797
2021-03-31,0.09403335934512211,0.13214758360015957,0.09620689667051183,0.10415664676141834,0.1211818196354879
2021-04-30,0.014103687253316304,0.053693059508287656,0.01808687661094272,0.03616415840694549,0.02520362367434444
2021-05-31,2.1617792718155856e-09,0.013445192869939527,0.0,0.01556037841044883,0.01554224642292057
2021-06-30,0.0,0.0026727184691947847,0.0,0.00714634991443223,0.009504878256014811
2021-07-31,0.0007402503835645508,0.006214762555282531,0.00021099555971977087,0.0024069640081062467,0.007946080067724279
2021-08-31,0.0,0.0017567711000039841,0.0,0.0033112337368274413,0.0034120812962299208
2021-09-30,0.00041206282979804,0.00763921102848334,7.813585136999131e-07,0.013117328059926173,0.006649624334062642
