,sm_smos,sm_smap,sm_tc,sm_gldas,sm_fldas
2008-04-30,,,0.06537430088764236,1.5378745698541296,7190.707097052886
2008-05-31,,,0.05570220941713568,1.3796660076258043,6587.783749978001
2008-06-30,,,0.04729489771178667,1.2800848223800383,6308.537330022815
2008-07-31,,,0.040344398363708234,1.2174396656801156,6024.696392515514
2008-08-31,,,0.03592978058380549,1.182145744563042,5886.800108928925
2008-09-30,,,0.032443703477509016,1.1631773193218593,5811.671083718664
2008-10-31,,,0.029561523127717648,1.1626592874968589,5893.905770699521
2008-11-30,,,0.03081623441167059,1.2537242394131312,6644.762460344985
2008-12-31,,,0.03953945274167216,1.3836845487450893,7115.799427519637
2009-01-31,,,0.036690941991353726,1.4981909064964514,7217.269567617335
2009-02-28,,,0.03987439250251295,1.575841972881773,7790.488840442227
2009-03-31,,,0.03537817797170196,1.7053832132234428,7996.246213680839
2009-04-30,,,0.03254158420409726,1.5331312594876723,7181.508986727395
2009-05-31,,,0.02954193533610667,1.3937929797716966,6713.663056684992
2009-06-30,,,0.02564525056883451,1.292094904205848,6369.8864826067675
2009-07-31,,,0.02242945616233412,1.2129565343636965,6060.8854993513905
2009-08-31,,,0.020654623973697255,1.1751629663814087,5910.887873004848
2009-09-30,,,0.019355904419237648,1.158127966093104,5846.843289573308
2009-10-31,,,0.018359279871397648,1.2094794835540137,6266.639392189796
2009-11-30,,,0.017326150908988237,1.2567390886274405,6436.251777684155
2009-12-31,,,0.06996713633510902,1.3676336941584046,7183.810703550137
2010-01-31,0.29538128880001197,,0.11115776249775687,1.6017193317385474,8091.0379224548315
2010-02-28,0.29958485666434675,,0.11086891566260706,1.779954519600037,8862.483581596553
2010-03-31,0.2629089676181417,,0.07686258140902902,1.8722554660964477,8958.980121757584
2010-04-30,0.1485853332637224,,0.06293471842785882,1.7796983012949665,8514.148983308589
2010-05-31,0.06570962126530132,,0.052266160571331766,1.6356681115140574,7652.944867628754
2010-06-30,0.10319190889864077,,0.044853187769524704,1.4378649550574238,6857.05985503426
2010-07-31,0.03930327910279863,,0.03743697486787765,1.2945565008412432,6376.706238916542
2010-08-31,0.03808532521817026,,0.03320165333674666,1.2335172889407908,6148.878655964592
2010-09-30,0.03812703740250288,,0.029786006158556862,1.2065484788119463,6036.534705207374
2010-10-31,0.06501201742005691,,0.02733550182078745,1.2185404269669649,6288.094801632593
2010-11-30,0.13749453732075662,,0.025959006644103527,1.2911806788806115,7009.920716427336
2010-12-31,0.3210417331768177,,0.1830675090379796,1.5143095739270227,8137.94103703134
2011-01-31,0.41969552621244893,,0.1658006640615906,1.9633804572988598,9502.388185852175
2011-02-28,0.25413960567468935,,0.15032014321141962,1.9735444088026717,9073.899057663628
2011-03-31,0.3014275937563965,,0.1262854505700894,2.077152797643135,9491.642439938812
2011-04-30,0.1565151535079611,,0.08812039407415216,2.011926941031998,9225.855299892322
2011-05-31,0.04836893580169145,,0.06915444304072785,1.7726714725847714,8021.879406694682
2011-06-30,0.06291375587832318,,0.057661616475758425,1.5962870705542302,7244.476968420491
2011-07-31,0.04030583956327002,,0.04801587197751216,1.4063130533451615,6596.482173253803
2011-08-31,0.03838367207552893,,0.041684021183749025,1.3209733174706246,6311.239467364023
2011-09-30,0.039040759487895996,,0.03697807541990902,1.287416984249771,6233.058350171682
2011-10-31,0.04786244136498814,,0.03335174803777255,1.3068056266557697,6586.258559177645
2011-11-30,0.13643852136055773,,0.031206345959303522,1.3639415963999784,6928.449126351801
2011-12-31,0.08123455514062472,,0.029081658565571763,1.3912258103155195,6978.271196121565
2012-01-31,0.09107333724429018,,0.02810959838268235,1.4281995260952893,7122.421314944695
2012-02-29,0.09973992758836464,,0.026802104193104314,1.534567349445699,7748.180983135388
2012-03-31,0.11458485968501106,,0.026324525275256472,1.5331892322171647,7763.7106048857295
2012-04-30,0.14309241490292665,,0.027534935031968626,1.505258872579006,7828.304664194258
2012-05-31,0.07433010479893569,,0.025219146434760788,1.4072851654195362,7049.8708738586165
