Unnamed: 0,MODkc,pet,aet,kc
2001-01-01,0.12034924175102,0.2643425080444335,0.0697067092254634,0.4100699007142858
2001-02-01,0.12944837896567352,0.25212590925292944,0.0954135881652828,0.4408330121428571
2001-03-01,0.284054971197349,0.5353117145507811,0.1910216691650386,0.46171076642857145
2001-04-01,0.2643031438191421,0.4867879473632811,0.1312502365722653,0.48855700857142864
2001-05-01,0.6423810498858606,1.0166999374511718,0.1272981644714352,0.5894951435714286
2001-06-01,0.5900821543111857,0.7124173283935545,0.058859011491393304,0.7542613499999999
2001-07-01,0.9248637970305343,1.034537765625,0.15457347114257788,0.8009523307142856
2001-08-01,0.9012183133967263,0.9957232498535156,0.0931896001922603,0.8211442464285713
2001-09-01,0.6639951243440388,0.8510161565917969,0.0799717505767818,0.7301167621428571
2001-10-01,0.2783339438475437,0.4691658638671875,0.041757840939330604,0.5783086778571429
2001-11-01,0.1486962318046289,0.3104774113403319,0.056609100878905805,0.45779425142857144
2001-12-01,0.07308451999324822,0.1643431465393064,0.0507511802444453,0.3926927057142858
2002-01-01,0.09481940495969261,0.2079819015380857,0.0639252896347042,0.4100699007142858
2002-02-01,0.21822903020049392,0.4464343755615233,0.1149974974731442,0.4408330121428571
2002-03-01,0.2616985612445551,0.5164746251220701,0.1273272290771484,0.46171076642857145
2002-04-01,0.2841324646665976,0.5373209748779296,0.11484503871459929,0.48855700857142864
2002-05-01,0.5925319998803417,0.931316487890625,0.13472154310913062,0.5894951435714286
2002-06-01,0.8950256848215916,1.0708604925292968,0.1335023992858882,0.7542613499999999
2002-07-01,0.931756853818311,1.0526217960937498,0.11861604069213832,0.8009523307142856
2002-08-01,0.869729378399726,0.9624173097656249,0.092245410681152,0.8211442464285713
2002-09-01,0.6503679559075579,0.8326827043945311,0.0795774597747798,0.7301167621428571
2002-10-01,0.2401780222332962,0.4033503916259764,0.04201983010711619,0.5783086778571429
2002-11-01,0.16137070678094617,0.3464231437133787,0.05236082937927209,0.45779425142857144
2002-12-01,0.0937556832737238,0.21273605826415984,0.05930279967040959,0.3926927057142858
2003-01-01,0.07844993282078039,0.16835265059051482,0.04258925902976937,0.4100699007142858
2003-02-01,0.1875217445131624,0.36672129184570296,0.1305264571655272,0.4408330121428571
2003-03-01,0.27604610932808665,0.535250521142578,0.1570373111206051,0.46171076642857145
2003-04-01,0.2472579246143798,0.4583132964843749,0.1091994286926265,0.48855700857142864
2003-05-01,0.551722792164321,0.8617210035644531,0.1300103090881345,0.5894951435714286
2003-06-01,0.8754534308246171,1.0446729684082032,0.1288011610656734,0.7542613499999999
2003-07-01,0.8950041984160184,1.0123905577148435,0.08624052117004341,0.8009523307142856
2003-08-01,0.906739487807033,0.9913452486328124,0.13699133959350562,0.8211442464285713
2003-09-01,0.6593474650727685,0.8407870211425779,0.08843940054931611,0.7301167621428571
2003-10-01,0.3225523195100335,0.5437702669921874,0.042740099917602,0.5783086778571429
2003-11-01,0.16940187267972398,0.35445609052734367,0.0693384318786616,0.45779425142857144
2003-12-01,0.08526833819344572,0.201388141845703,0.0468688500823969,0.3926927057142858
2004-01-01,0.09344211312734409,0.20605725126342758,0.0530021702911371,0.4100699007142858
2004-02-01,0.15822233765277638,0.3065904881103513,0.1166801418457028,0.4408330121428571
2004-03-01,0.3433321280372099,0.6672248958251953,0.1872912546386716,0.46171076642857145
2004-04-01,0.43361379959104085,0.8421240489257813,0.1288782913513182,0.48855700857142864
2004-05-01,0.43378547832879033,0.6845773293457031,0.0890471705383298,0.5894951435714286
2004-06-01,0.8685861447926185,1.0335469293457031,0.1423814414062496,0.7542613499999999
2004-07-01,0.9418295444682057,1.0613558197265625,0.12390201046142539,0.8009523307142856
2004-08-01,0.8943906812040284,0.9867267892089843,0.09350046002197229,0.8211442464285713
2004-09-01,0.6514838910002677,0.8365278665039061,0.0656081105987544,0.7301167621428571
2004-10-01,0.30227720260195434,0.4943703541992187,0.0803233800109859,0.5783086778571429
2004-11-01,0.115377216691031,0.23194881057128883,0.0598275912414547,0.45779425142857144
2004-12-01,0.0654140976982389,0.1458455414337155,0.03436803065643258,0.3926927057142858
2005-01-01,0.058984119987632096,0.1137566700439449,0.061018831741332706,0.4100699007142858
2005-02-01,0.14047229458680704,0.25800164714355456,0.1300738476379392,0.4408330121428571
2005-03-01,0.2652800899272106,0.4964392742431639,0.18560285947265612,0.46171076642857145
2005-04-01,0.274201737079467,0.49872545419921865,0.14505183281249973,0.48855700857142864
2005-05-01,0.5515475463291146,0.8427906127441406,0.17593362125244122,0.5894951435714286
2005-06-01,0.8510032545513883,1.0054847922363281,0.1611193457153319,0.7542613499999999
2005-07-01,0.9616637541753912,1.0933293454101563,0.0744730193847652,0.8009523307142856
2005-08-01,0.8931229995910545,0.9857642427246092,0.0912477613128656,0.8211442464285713
2005-09-01,0.6355742135124436,0.8077974314941404,0.0968382003295893,0.7301167621428571
2005-10-01,0.2632911751075056,0.43579350417480456,0.057359069714355,0.5783086778571429
2005-11-01,0.18673456781157471,0.40507578061523425,0.045568440925597795,0.45779425142857144
2005-12-01,0.0556932113748061,0.1311206417358396,0.020498940335082563,0.3926927057142858
2006-01-01,0.08981709974398619,0.19075265661621071,0.06343505892333931,0.4100699007142858
2006-02-01,0.19877096080154172,0.40347126254882804,0.1113871490661617,0.4408330121428571
2006-03-01,0.1702297560233255,0.31498560175781254,0.1255335296264645,0.46171076642857145
2006-04-01,0.26545766517226627,0.4599969240234374,0.18973953061523421,0.48855700857142864
